Location;DBType;Channel;TimeUTC;Status;Quality;Value
;Raw;Ammonia;11/1/2017 7:47:00 PM;137;0;26.6445999145508
;Raw;Ammonia;11/1/2017 7:48:00 PM;137;0;26.6466007232666
;Raw;Ammonia;11/1/2017 7:49:00 PM;137;0;26.6345996856689
;Raw;Ammonia;11/1/2017 7:50:00 PM;137;0;26.6387996673584
;Raw;Ammonia;11/1/2017 7:51:00 PM;137;0;26.5652008056641
;Raw;Ammonia;11/1/2017 7:52:00 PM;137;0;26.6294994354248
;Raw;Ammonia;11/1/2017 7:53:00 PM;137;0;26.5531997680664
;Raw;Ammonia;11/1/2017 7:54:00 PM;137;0;26.6224002838135
;Raw;Ammonia;11/1/2017 7:55:00 PM;137;0;26.6294994354248
;Raw;Ammonia;11/1/2017 7:56:00 PM;137;0;26.6415996551514
;Raw;Ammonia;11/1/2017 7:57:00 PM;137;0;26.6406002044678
;Raw;Ammonia;11/1/2017 7:58:00 PM;137;0;26.6387996673584
;Raw;Ammonia;11/1/2017 7:59:00 PM;137;0;26.6371002197266
;Raw;Ammonia;11/1/2017 8:00:00 PM;137;0;26.7061996459961
;Raw;Ammonia;11/1/2017 8:01:00 PM;137;0;26.7800006866455
;Raw;Ammonia;11/1/2017 8:02:00 PM;137;0;26.8491992950439
;Raw;Ammonia;11/1/2017 8:03:00 PM;137;0;26.8589992523193
;Raw;Ammonia;11/1/2017 8:04:00 PM;137;0;26.9232997894287
;Raw;Ammonia;11/1/2017 8:05:00 PM;137;0;26.9111995697021
;Raw;Ammonia;11/1/2017 8:06:00 PM;137;0;26.9874992370605
;Raw;Ammonia;11/1/2017 8:07:00 PM;137;0;26.9841995239258
;Raw;Ammonia;11/1/2017 8:08:00 PM;137;0;27.0617008209229
;Raw;Ammonia;11/1/2017 8:09:00 PM;137;0;27.0620994567871
;Raw;Ammonia;11/1/2017 8:10:00 PM;137;0;27.0624008178711
;Raw;Ammonia;11/1/2017 8:11:00 PM;137;0;27.0580005645752
;Raw;Ammonia;11/1/2017 8:12:00 PM;137;0;27.056999206543
;Raw;Ammonia;11/1/2017 8:13:00 PM;137;0;27.0526008605957
;Raw;Ammonia;11/1/2017 8:14:00 PM;137;0;26.9129009246826
;Raw;Ammonia;11/1/2017 8:15:00 PM;137;0;26.841100692749
